Galaxy_ID,RA,Dec,Stellar Mass,Redshift,SFR,Scale length,F444W_Asymmetry_Median,F410M_Asymmetry_Median,F356W_Asymmetry_Median,F277W_Asymmetry_Median,F200W_Asymmetry_Median,F160W_Asymmetry_Median,F125W_Asymmetry_Median,F115W_Asymmetry_Median,F606W_Asymmetry_Median,F814W_Asymmetry_Median
13432,214.873292,52.834239,9.44,2.959,16.2,4.262626262626263,0.47943079160800905,0.4615422348857404,0.49113139890488167,0.5247883732314933,0.44005205886274334,0.20847198170541015,0.18840169539373192,0.2827870622897957,0.2124135635081255,0.2236411052958781
13512,214.851515,52.819445,9.68,4.419,0.9729,2.919191919191919,0.12706623648233553,0.12373181323512136,0.1444871816073425,0.14531996977489503,0.16127717989222706,0.14686902008509622,0.13909826894934105,0.15002246572900085,0.13536992189195574,0.15289087397582746
13914,214.903363,52.858397,8.07,0.58,0.1534,5.03030303030303,0.45551256494773507,0.4138418437436432,0.6689620816836096,0.7364553743323957,0.6083770404299702,0.32909433169235675,0.28693160393666983,0.6278637931110187,0.3955100429701927,0.5021462698575558
13932,214.873213,52.83635,10.3,2.476,15.94,3.111111111111111,0.07701683768217849,0.08040506368211414,0.09023209332918236,0.10598976831472677,0.17302287317191595,0.11782528103203488,0.17712521368107625,0.34321510222497154,0.3859675609510441,0.4053531174739142
14140,214.816632,52.797993,9.13,3.141,2.912,2.1515151515151514,0.12129739191183073,0.13008063006175685,0.13000587328784624,0.1375683865909173,0.1830636071315673,0.12567231934902318,0.12387103120408771,0.17711194830463217,0.15317596892678775,0.13997194051045644
14260,214.839057,52.814531,8.99,3.695,52.47,3.111111111111111,0.11934846791676493,0.1147846009166879,0.10226355898820813,0.1072513299988867,0.19346698693006834,0.12910947062303477,0.13470062845482186,0.1964498873053764,0.16564636083215123,0.15210061570604608
14362,214.849132,52.822111,8.66,1.625,0.735,2.1515151515151514,0.14031512259961756,0.1558532380174067,0.15680947951833524,0.14782172404604638,0.2010355027624489,0.1254652943989653,0.11636041568101443,0.21245666481417635,0.19633407278152637,0.14551974981887533
14483,214.84236,52.817868,8.87,1.604,0.4327,3.111111111111111,0.13453191373315088,0.1348445904367898,0.1118904696880623,0.1441486096871471,0.14575228161571452,0.13370146076367756,0.13384119921729098,0.1419536771612407,0.1544333822685784,0.1393335750704962
14527,214.841641,52.8178,8.77,2.305,0.2105,1.9595959595959596,0.22385637917528073,0.2780677119650372,0.4038131904678508,0.4052159278843078,0.30767100493923316,0.13894194472186353,0.13966508756293375,0.27879566482808166,0.14131259561938847,0.1565687138305279
14559,214.901938,52.859882,10.1,2.065,90.9,6.373737373737374,0.06660349991551007,0.06558801291473168,0.06486194762757244,0.07445937567370073,0.11661733309854747,0.10497023776572163,0.13385580855503829,0.20482682229226482,0.3377631301264939,0.2262513709293693
14591,214.871065,52.838869,9.01,2.03,2.141,3.111111111111111,0.09197888955075384,0.10147852085951622,0.0918627878992006,0.09532237287082881,0.16563213079241304,0.12068869666137969,0.13072002729995263,0.2377717129241273,0.15717081390576776,0.14109281554164133
14739,214.816361,52.800271,9.68,1.646,5.716,2.5353535353535355,0.3394398434929592,0.33945792770001004,0.35036008554350306,0.35827445562017435,0.3474227397434562,0.2271979200323162,0.19095061060722168,0.29389461202354417,0.20477616226267004,0.1853547645000987
14896,214.818093,52.802862,9.43,2.181,0.4541,2.1515151515151514,0.08320449944604456,0.09652676686231931,0.0909938264146607,0.09790619639086712,0.13524152274866297,0.11888304833078675,0.1210346505451067,0.1673751489262233,0.1426384343262302,0.1417969409439464
14921,214.839201,52.818092,9.1,2.6,1.965,2.919191919191919,0.10166399662013757,0.11404036242954999,0.09941881349945475,0.09342112055865587,0.19467688021377993,0.13219375772401648,0.13497985675317295,0.18157522868609566,0.19063360904375587,0.1631343397156869
15036,214.81555,52.800019,10.3,1.523,43.46,2.5353535353535355,0.09870055772517256,0.10389827790890863,0.11550461047550739,0.12106145526385995,0.19797474406994617,0.128314782800667,0.12014718602058881,0.21069925089198333,0.20152178684527638,0.2138420396356218
15039,214.834467,52.815597,9.38,2.465,0.4505,5.98989898989899,0.23518701161070943,0.24602311810557406,0.2702878924711013,0.2418054974768202,0.20330464579446547,0.16009899957978652,0.1344444364318041,0.15774508093219708,0.14865945845852363,0.16367145083470108
15607,214.876618,52.848569,9.06,3.251,14.93,2.3434343434343434,0.13069747456805297,0.14190307245933814,0.14652839717088112,0.13873449915914565,0.1769165982809069,0.15284889974910712,0.15618634436725898,0.19480224555288456,0.16322580717481913,0.16592601406000063
15956,214.886274,52.856101,9.78,1.942,3.702,7.141414141414141,0.6722963859010745,0.5932753488561817,0.6787528801201916,0.7082028237538283,0.6642389470397274,0.31888999807557994,0.21207411095062317,0.47755472447693015,0.3528946387535219,0.34932286933996964
16087,214.84038,52.824976,10.7,2.635,157.6,2.5353535353535355,0.0813561167324693,0.07795133300638754,0.09716942319040645,0.13508918790926677,0.20564217835930826,0.21333324969869238,0.17760017453893606,0.18122240973031503,0.17918274897249614,0.1804469970237166
16181,214.868447,52.844755,9.65,1.687,5.007,3.3030303030303028,0.25320196771035797,0.246711062533297,0.25537905093096025,0.25466507679994865,0.26150401403095996,0.1607424923971471,0.16361562424746348,0.22044855633525445,0.17045066784381802,0.18685855718320166
16400,214.842036,52.827708,8.49,1.4,0.4764,5.4141414141414135,0.3364654665920721,0.33444952373857045,0.5122240137391783,0.5362712352299169,0.4433277660503776,0.1093779508479722,0.1024747308953832,0.3488147449699748,0.14607771274919779,0.15949016036916808
16559,214.86244,52.842896,10.2,2.207,5.122,2.727272727272727,0.05817422759454613,0.06441968127112546,0.08772768539803315,0.178267755771268,0.36605733948423225,0.14577703453853394,0.1374715315708607,0.16774606190131822,0.13782601483261847,0.1448567343803686
16859,214.878639,52.856127,9.54,2.56,3.668,5.03030303030303,0.09457509844698225,0.10175061437489137,0.10382042246923912,0.12549411889685858,0.20571419445017586,0.12446414338227575,0.15276954139040583,0.2896999322774324,0.22926182192398312,0.20471048675778716
17208,214.835949,52.827775,9.16,2.884,1.277,2.919191919191919,0.13356483354549012,0.13015640749998728,0.14762281181405096,0.1419299295581857,0.16250660189136645,0.12695916529857726,0.11535051346944611,0.15646875425741363,0.1727928343798521,0.15490362469947755
17338,214.805465,52.806087,8.99,1.518,41.18,2.727272727272727,0.17531028884751582,0.20130719587040724,0.227010544473696,0.24784823430380454,0.2631585542217791,0.1325186075245047,0.14335463249234756,0.25576638154337117,0.20027528401150038,0.1886487908355532
17538,214.826882,52.822772,9.73,3.47,2.36,2.919191919191919,0.06371295910426306,0.07080009920906925,0.07856484038407316,0.0797279770596242,0.13572301684207727,0.1387892140290108,0.1396724647377464,0.14653134000308105,0.13807101312900863,0.14609381553221157
17770,214.836568,52.83118,9.05,2.475,1.146,2.1515151515151514,0.18571976069866308,0.20224642788737346,0.20349802725324134,0.21865770524378103,0.19772396334156406,0.12330470493241683,0.11430268721188011,0.15604161080121054,0.14042572014336738,0.1330033893311035
18116,214.813065,52.816201,8.73,1.506,0.232,2.1515151515151514,0.16779072717227272,0.18289374125366523,0.22034005914836224,0.21651222941127235,0.22895583750999743,0.12253031336830264,0.11146743333543659,0.2500764911319112,0.133888674494491,0.15910183302808212
18211,214.826482,52.825931,9.14,1.71,2.913,2.5353535353535355,0.23811125213279194,0.24065765459941665,0.270969496269405,0.2800406596394486,0.35069199871674434,0.1792860607513363,0.1392868944410737,0.3105882638398596,0.2042492961114773,0.2632717587328743
18296,214.873893,52.860567,8.56,1.731,0.1147,2.1515151515151514,0.2123949751599737,0.18668780712958688,0.3090977123787633,0.30592309010805874,0.3002494535907634,0.13947190347037647,0.1129780860318505,0.2196070930638187,0.14897171679449625,0.13692183430619698
18454,214.826464,52.826707,9.72,1.625,2.883,3.3030303030303028,0.06757850502703441,0.06964208329677024,0.07358014242373587,0.07460822068084459,0.12789584314105482,0.11608936475439502,0.11311734860694522,0.19694103846929017,0.13543314833637,0.13626967557984446
18523,214.862294,52.853041,9.24,1.504,2.883,3.3030303030303028,0.27317483746681775,0.27427860144732197,0.2755191256463982,0.28575743061550385,0.27529571765817695,0.16652103735921087,0.17280483438696526,0.22915336819947163,0.16796970897824223,0.18141384226186197
18709,214.858861,52.851494,9.79,4.466,9.087,3.8787878787878785,0.3218631209381426,0.29846463611046165,0.30716375833605214,0.32434323611259486,0.34222325521724156,0.25288565650546657,0.2200997475583269,0.3390748030461444,0.26814508950004684,0.303034678396491
18789,214.810527,52.817786,9.09,2.057,0.3904,2.3434343434343434,0.13954236869933523,0.17835020007947122,0.16429885730174787,0.18749779656293172,0.17963385820228173,0.11901472059927506,0.11425323880811367,0.15977212166339497,0.13505501667976252,0.1226590740953192
18792,214.806857,52.813893,9.51,1.36,2.615,3.111111111111111,0.12262638808303614,0.12686203134421215,0.12831705644690333,0.12942591251797186,0.14490268627290342,0.12047901599218014,0.1285350916825701,0.18110757222718812,0.18552338792526943,0.17800157139194517
18922,214.827261,52.829157,9.71,1.974,13.92,4.262626262626263,0.09326948341046075,0.09773478025708712,0.10371895757688518,0.11914151492134803,0.15636845507987557,0.11509473558391395,0.13213977396995713,0.21618439405424356,0.26168893593826337,0.22977884530196166
19427,214.830889,52.834237,9.76,1.42,5.165,5.98989898989899,0.1504249389852484,0.15154369418788882,0.1599191089247171,0.16533075020160629,0.18791436137532558,0.1553621564813749,0.15055711744059558,0.2523843797410362,0.3213745209977688,0.2755648850695742
20025,214.825923,52.835097,9.04,3.582,1.555,2.3434343434343434,0.26983754260225595,0.2637080757550174,0.35381531659764165,0.3666251460888287,0.2796078566093688,0.12932621811244976,0.12404924983228127,0.223487201898694,0.18535371659775823,0.1665365970288406
20175,214.815714,52.827584,9.51,1.841,1.729,7.333333333333333,0.1338057486697462,0.13673135254349011,0.19080833581169143,0.16387497449650198,0.17189337004912042,0.15908096580516504,0.15724853815934003,0.16270187228243438,0.15248758687352543,0.16261467782350225
20701,215.021906,52.976837,9.48,2.76,4.193,2.727272727272727,0.18586590312060502,0.19532839182850847,0.22080349665101318,0.23491742322296227,0.30872196738131485,0.12925204303744786,0.12439366665525664,0.228739915392827,0.1253901977259551,0.1435329189359043
20762,214.812319,52.825015,11.3,1.41,5549.0,2.919191919191919,0.10111358362654282,0.10375294015877307,0.12195609688914111,0.15621169043161534,0.2631932526659393,0.31129158498894755,0.44574497091179055,0.5824222197535537,0.9167291045598164,0.7515875505744907
20851,214.874544,52.873605,9.74,4.12,7.035,6.373737373737374,0.6850881030581708,0.6437589946794575,0.7984194185954983,0.8245500360615198,0.6398976932407472,0.29869044668865374,0.27087769219612157,0.5281282200963349,0.2829769969400492,0.3172451770406429
20906,215.034651,52.987357,8.0,1.903,9.685,2.3434343434343434,0.17501717897727978,0.18903786706286632,0.2167259784437641,0.22208027423188484,0.18026173137947923,0.13866209737366011,0.12488293717256009,0.16851285275177824,0.13832086421467438,0.14273491053149076
21048,215.047265,52.996955,8.44,1.462,0.396,3.494949494949495,0.33908272885491775,0.37816033649951597,0.49232004038584176,0.5189628219636337,0.5273859777114115,0.18786284043752596,0.19012507229468903,0.4477218708790711,0.2364244847817872,0.2983176526753962
21080,214.988488,52.955495,8.7,1.684,0.4697,2.3434343434343434,0.12316155226321174,0.1426176665526253,0.1533921736274088,0.16852975094335837,0.2262240527718111,0.15372635432316667,0.13991306708455806,0.21663743163154736,0.14295722425578636,0.1430791130541476
21081,214.997231,52.961243,9.43,2.748,7.825,2.5353535353535355,0.18364747711274304,0.19631928993224534,0.1991949162994508,0.21402475628311646,0.2808067416345015,0.1409785448547698,0.12859878884905482,0.37181641513960373,0.29367561408016585,0.3006352205456936
21133,214.902453,52.89426,10.5,2.035,6.277,2.919191919191919,0.05165595076664041,0.05590469865123286,0.06746357821201013,0.10347192316786773,0.1909358827504382,0.1758495158949041,0.20449327476055418,0.4698282121760251,0.2525941373110464,0.2607594758720803
21177,214.951512,52.929901,8.48,1.738,0.1036,2.727272727272727,0.12843360882567995,0.1488909604657781,0.11802522788639291,0.12376013391654175,0.14724835396580582,0.12029731202310309,0.10938001258003024,0.1332023554252098,0.12030509098787634,0.13644063096625952
21231,214.894536,52.889023,9.26,2.073,3.726,4.454545454545454,0.553583544390714,0.584403788778755,0.6303646143948743,0.6317611135738307,0.6538488029418328,0.27655124552165133,0.19675229145067874,0.5793662843800931,0.35882083835743256,0.31467480535188125
21320,214.936349,52.918583,10.1,1.425,331.6,4.646464646464646,0.06720461860549315,0.0710456479381112,0.07115114303018602,0.07588397096289683,0.0867954340680907,0.08582233235301615,0.09808014854332453,0.16191493027751896,0.27794557950335874,0.24251544090447252
21331,214.99308,52.960087,7.09,0.27,0.000889,2.3434343434343434,0.16177397152331296,0.18519097524465117,0.27882692015932714,0.3037318463198184,0.31491807540346906,0.13847369421217187,0.12418852255514296,0.2921704121926428,0.157801250963059,0.1848154984904318
21378,214.853927,52.861366,11.2,3.301,0.000118,2.3434343434343434,0.07987941242859936,0.09372323234440207,0.09477459133264235,0.10942372896324601,0.1512490377368595,0.17113038552053197,0.2158003352791717,0.183229672209837,0.14700974737487696,0.16347300246116014
21471,214.90371,52.89702,9.55,2.53,7.671,4.070707070707071,0.27605112588901126,0.2698558293556816,0.3082213110534765,0.30925986989640036,0.33012370297618887,0.1637686967372548,0.15409458988642627,0.34490119087072024,0.3079636059888049,0.25013387850721547
21479,214.87129,52.873887,9.59,1.637,20.57,4.646464646464646,0.09579970304245332,0.10043634015037178,0.10140427908817451,0.11934788227248481,0.1397067939907115,0.12978004082413164,0.14360542821321964,0.18950373943860296,0.22288444764730178,0.20860704396658503
21505,214.902781,52.895331,10.1,1.51,9.506,4.070707070707071,0.14537578300561693,0.15713276938558507,0.1589061031408066,0.16681443234879034,0.17547179522840622,0.11620805027442496,0.12813402892852782,0.2032727330141569,0.31400741523307246,0.2689060410631515
21586,214.97307,52.947308,8.56,1.486,0.4066,2.5353535353535355,0.13888835088881868,0.14322930535471876,0.15471566067039025,0.16507587154527414,0.20222703983753462,0.1293399948518159,0.12704699518644552,0.20234307454330733,0.15262391731839223,0.1748917930513798
21609,214.925441,52.913404,9.89,2.197,2.479,2.727272727272727,0.08209629001234958,0.06954716116776902,0.06349556149911388,0.06657559456024935,0.1288743388503431,0.11772157630241972,0.11428980314383225,0.13052827342865692,0.13089843111370275,0.12519161957725522
21648,214.799399,52.82377,8.92,1.68,0.7251,3.3030303030303028,0.10322286192648951,0.10142186784694304,0.09414915554501163,0.11879162929345838,0.1403435175487138,0.12364985643547383,0.12202320798874605,0.1571984067952917,0.1417969920615183,0.1317434910995192
21709,214.782699,52.812513,9.13,2.32,0.6229,3.3030303030303028,0.11432974214681474,0.11661112170018431,0.1066200418773672,0.11471931160209253,0.1467778883264475,0.1085044282047723,0.10074970904305953,0.11739830066087009,0.1535421614858308,0.1539489124372053
21783,214.92596,52.914264,9.12,1.946,0.8603,4.838383838383838,0.16429231113096454,0.14513201962838235,0.15493423932769437,0.18866928232048819,0.19927054679034517,0.12243488878478165,0.11103811900538063,0.15065309966083534,0.14456430053696961,0.13485275984309836
21788,214.853874,52.863486,7.91,0.608,1.83,3.8787878787878785,0.2504423413396747,0.28151838912132277,0.34860459810662714,0.4004839252068235,0.5257866680721794,0.14869192195827916,0.13056212695256514,0.44771793941201476,0.16126863178777817,0.21243126870246531
21797,214.811744,52.832759,10.3,2.036,5.861,2.5353535353535355,0.10476360727196557,0.11126399679168607,0.1253412768237866,0.11773079547678544,0.1586338613878227,0.13707196313390566,0.13337036351335568,0.18086137502079244,0.15041157588672255,0.13443322964234738
21836,214.982343,52.954274,9.43,1.841,66.9,3.686868686868687,0.1001010364922787,0.10710073450188096,0.10818428822573231,0.12138338944933452,0.15329266203877856,0.09814793465715269,0.0909819760294906,0.12815556790802402,0.26389377655429525,0.20213090262842975
21852,214.794767,52.821977,9.26,3.839,1.381,2.1515151515151514,0.12531953572329202,0.1339838629454366,0.09317080257135653,0.11494079453975165,0.12396338024018491,0.13677423281682444,0.12942824543603337,0.17129110640651257,0.13198249287400354,0.11705528050214098
21861,214.81078,52.833329,9.14,2.33,1.434,2.1515151515151514,0.1399699683041758,0.168418294946948,0.17115079314148063,0.16948800999047914,0.2208708350821232,0.17518678708572388,0.1675957292212183,0.2421858194587403,0.19862888573913312,0.18524257135530137
22019,214.80285,52.828101,9.66,2.45,126.9,2.3434343434343434,0.13164906590070405,0.13390002633135922,0.1305601040112065,0.14522023857803443,0.15783210109716744,0.12344798902188892,0.1255249489789092,0.1788466716316709,0.17207501452352675,0.1511131062860522
22052,214.990954,52.962048,8.46,1.464,0.2937,3.111111111111111,0.13156658888745676,0.1472055597923927,0.10188765708074027,0.13601661963154044,0.18739979382162292,0.18273155586398576,0.16314443420142705,0.17076265095290827,0.16444041386373834,0.16358446473042734
22207,214.919333,52.912196,8.54,1.601,0.1448,3.3030303030303028,0.13344915259341233,0.11651360153445994,0.1751963283953086,0.15990486882134541,0.15905461327683856,0.12242034767154328,0.11652353355062917,0.1778180359278873,0.1464317066170761,0.15666345771150758
22219,214.991891,52.963493,8.53,1.421,15.47,2.1515151515151514,0.15607325262548866,0.1471651099411161,0.1840808710982547,0.1867147033963959,0.20326892833405302,0.13025788210789369,0.1214073543155591,0.17926686471214895,0.18068114027033927,0.14351684497503303
22267,214.977226,52.953532,11.4,7.208,259.8,13.09090909090909,0.11721107089293856,0.11449912139069382,0.09901838929042997,0.1412867402619864,0.2785977661029173,0.409580671546788,0.4145555663616982,0.4248632279059489,0.42809498913725674,0.4267836565113838
22311,214.800333,52.827075,10.5,1.933,67.91,5.222222222222222,0.05943671180961485,0.06446210664861658,0.09398533334651324,0.1705393911514483,0.30576689187837713,0.3340573306026776,0.3237852899115935,0.6931947962861915,0.34431479827433886,0.5433557401363298
22396,214.812026,52.836777,9.83,3.218,131.5,2.727272727272727,0.15012363915850097,0.17915315382037533,0.17914936354178188,0.19787888598950698,0.21682559358530235,0.13979053421120308,0.13953099888525683,0.2573874748376782,0.1493972039969685,0.16029672857787772
22401,214.979009,52.955568,8.91,1.579,0.3519,2.3434343434343434,0.1953281298242474,0.1879646851341727,0.20919891981182998,0.2552180408328037,0.25447649466423194,0.13420831701235894,0.13648106176529468,0.24752833101080537,0.1500199965603602,0.15995946541951872
22487,214.96024,52.941761,9.67,1.675,4.107,2.5353535353535355,0.09194536236282548,0.09178683587185049,0.08950331452296581,0.10874323318508847,0.12193005119967587,0.0719170130978809,0.09594753935187518,0.1349437374366152,0.27039015560916696,0.19966278910367843
22532,214.920117,52.913591,10.8,1.712,20.75,9.252525252525253,0.05337163452931244,0.06797805260601603,0.06895164314309835,0.07540415924429653,0.1281443058543167,0.11065371645984526,0.18494016680191583,0.2551527897808026,0.30120454310632544,0.36207777479133574
22550,215.036892,52.996923,9.17,2.355,3.418,2.5353535353535355,0.21309814758383094,0.2128227671963055,0.2347790794017049,0.24002851536891423,0.30617388671765283,0.15959998184803276,0.16865564849543452,0.34249938628557974,0.2694552765670547,0.2763476029901375
22567,214.936347,52.926283,9.0,2.999,1.115,2.5353535353535355,0.2979399468654862,0.23684344837915294,0.37618565927580144,0.34439166485055606,0.3771886146160983,0.12316408198686521,0.1111926884651604,0.2167506362976203,0.18285319564004676,0.1860730395086647
22604,215.028576,52.990479,10.7,1.594,0.3846,2.3434343434343434,0.05764536433610817,0.06285738459368978,0.06453906891213083,0.06968931154676361,0.11169728608662044,0.08095716408761278,0.09458042498582594,0.13318961605365526,0.15241804554930805,0.14843759087354658
22623,214.947522,52.934067,9.33,1.72,1.527,2.1515151515151514,0.15761509442659183,0.15992792722486057,0.1686037314125072,0.2095560307688014,0.2179144389299945,0.13602525069125682,0.15672661370476143,0.3057277019243419,0.19646686188397497,0.14962910842724936
22646,214.853874,52.866819,10.1,2.037,46.86,5.03030303030303,0.10368459376393951,0.1078582366255324,0.11075487353263273,0.11811403766208364,0.15239889612587665,0.15184148278425008,0.18177395993527948,0.27060832738285223,0.4166937386002549,0.3187827949945631
22738,214.87841,52.885354,9.53,1.631,3.254,3.686868686868687,0.06376148029568407,0.06306058707306128,0.08672406295439754,0.16882499455581756,0.284614664489948,0.14479745860470722,0.15418625798898117,0.349115662783407,0.13098468501488497,0.12684108543794076
22739,214.930253,52.922009,9.64,1.871,9.653,3.8787878787878785,0.09254376039478493,0.09873743974966223,0.09410823751029229,0.10970110869746119,0.13889696861036405,0.09847015407376611,0.13764475500586948,0.23516458246700553,0.309415096599873,0.2646429972933879
22788,215.007966,52.978003,8.79,1.642,0.2337,2.727272727272727,0.23555050237816239,0.23658355103804102,0.28418994234451866,0.29576841349903216,0.2875938190924501,0.12719744728221608,0.1184221205480151,0.21364897633159502,0.12226064810136436,0.1343488550753461
